Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
06/21/2021,1.38,0.07,0.23,1.25,1.63,1.69,1.66,1,1.09,1.1,0.54,1.55,1.2,1.47,0.48,1.49,0.78,1.08,0,0,0.03,0.08,0.14,0.22,0.37,0,0.08,0.06,0.11,0,0.09,0.05,0,0.03,0.16,0.19,0.34,0.46,0.22,0.55,0.36,0.31,0.14,0.33,0.08,0.31,0.1,0.12,37.3,2,6.1,6.9,9,7.7,5.6,3.1,2.9,1.7,0.4,21.4,15.9,11.4,0.9,11.7,7,1.3,0,0,0.1,0.3,0.4,0.6,0.6,0,1.1,0.9,0.9,0,0.7,0.4,0,0.1,0.9,0.9,1.1,1.4,0.6,0.9,0.3,4.3,1.9,2.6,0.1,2.4,0.9,0.1
06/22/2021,1.27,0.07,0.22,1.07,1.6,1.63,1.32,0.87,1.25,0.92,0.54,1.38,1.16,1.14,0.48,1.44,0.75,1.2,0,0,0,0.04,0.23,0.22,0.28,0.18,0.08,0.06,0.13,0,0.07,0.05,0,0,0.16,0.13,0.34,0.5,0.27,0.46,0.54,0.29,0.15,0.33,0.16,0.27,0.1,0.12,34.4,2,6,5.9,8.9,7.4,4.4,2.7,3.3,1.4,0.4,19.1,15.3,8.9,0.9,11.3,6.7,1.4,0,0,0,0.1,0.7,0.6,0.4,0.1,1.1,0.9,1,0,0.6,0.4,0,0,0.9,0.6,1.1,1.6,0.7,0.7,0.4,4,2,2.6,0.3,2.1,0.9,0.1
06/23/2021,1.33,0.07,0.23,1.09,1.6,1.66,1.4,1.14,1.3,0.74,0.89,1.44,1.21,1.12,0.4,1.49,0.83,1.08,0,0,0,0.04,0.18,0.22,0.28,0.18,0.07,0.06,0.13,0,0.05,0.05,0,0.03,0.16,0.13,0.25,0.55,0.33,0.28,0.89,0.29,0.16,0.31,0.16,0.33,0.1,0,36,1.9,6.1,6,8.9,7.6,4.7,3.6,3.4,1.1,0.7,20,16,8.7,0.7,11.7,7.4,1.3,0,0,0,0.1,0.6,0.6,0.4,0.1,1,0.9,1,0,0.4,0.4,0,0.1,0.9,0.6,0.9,1.7,0.9,0.4,0.7,4,2.1,2.4,0.3,2.6,0.9,0
06/24/2021,1.38,0.06,0.25,1.09,1.81,1.66,1.57,1.19,1.09,0.74,1.07,1.53,1.23,1.07,0.48,1.66,0.89,1.2,0,0,0,0.04,0.18,0.11,0.28,0.18,0.06,0.05,0.09,0,0.05,0.05,0,0.05,0.21,0.22,0.25,0.5,0.27,0.28,0.89,0.27,0.23,0.26,0.24,0.38,0.13,0.12,37.4,1.6,6.7,6,10,7.6,5.3,3.7,2.9,1.1,0.9,21.1,16.3,8.3,0.9,13,8,1.4,0,0,0,0.1,0.6,0.3,0.4,0.1,0.9,0.7,0.7,0,0.4,0.4,0,0.3,1.1,1,0.9,1.6,0.7,0.4,0.7,3.7,3,2,0.4,3,1.1,0.1
06/25/2021,1.38,0.06,0.22,1.22,1.71,1.66,1.7,1,1.25,0.64,0.71,1.49,1.27,1.14,0.48,1.51,0.86,1.08,0,0,0.03,0.04,0.18,0.11,0.28,0.18,0.08,0.04,0.07,0,0.11,0.03,0,0.05,0.21,0.25,0.21,0.32,0.22,0.28,0.71,0.26,0.17,0.2,0.16,0.36,0.11,0.12,37.4,1.7,5.9,6.7,9.4,7.6,5.7,3.1,3.3,1,0.6,20.7,16.7,8.9,0.9,11.9,7.7,1.3,0,0,0.1,0.1,0.6,0.3,0.4,0.1,1.1,0.6,0.6,0,0.9,0.3,0,0.3,1.1,1.1,0.7,1,0.6,0.4,0.6,3.6,2.3,1.6,0.3,2.9,1,0.1
06/26/2021,1.33,0.05,0.22,1.14,1.52,1.75,1.78,0.91,1.3,0.28,0.71,1.42,1.23,1.05,0.56,1.49,0.81,1.08,0,0,0.03,0,0.14,0.11,0.28,0.18,0.07,0.03,0.06,0,0.11,0.02,0,0.05,0.16,0.25,0.25,0.32,0.27,0.28,0.71,0.25,0.18,0.17,0.16,0.4,0.11,0.12,36,1.4,5.9,6.3,8.4,8,6,2.9,3.4,0.4,0.6,19.7,16.3,8.1,1,11.7,7.3,1.3,0,0,0.1,0,0.4,0.3,0.4,0.1,1,0.4,0.4,0,0.9,0.1,0,0.3,0.9,1.1,0.9,1,0.7,0.4,0.6,3.4,2.4,1.3,0.3,3.1,1,0.1
06/27/2021,1.27,0.05,0.2,1.09,1.42,1.75,1.66,0.82,1.09,0.55,0.71,1.35,1.18,0.94,0.64,1.49,0.78,1.08,0,0,0.03,0,0.14,0.11,0.28,0.18,0.07,0.03,0.06,0,0.13,0,0,0.05,0.16,0.25,0.21,0.32,0.22,0.18,0.54,0.22,0.17,0.13,0.16,0.35,0.13,0.12,34.3,1.4,5.3,6,7.9,8,5.6,2.6,2.9,0.9,0.6,18.7,15.6,7.3,1.1,11.7,7,1.3,0,0,0.1,0,0.4,0.3,0.4,0.1,1,0.4,0.4,0,1,0,0,0.3,0.9,1.1,0.7,1,0.6,0.3,0.4,3,2.3,1,0.3,2.7,1.1,0.1
06/28/2021,1.29,0.05,0.21,1.12,1.37,1.75,1.74,1,0.98,0.64,0.71,1.29,1.29,0.92,0.79,1.53,0.78,1.08,0,0,0.03,0.08,0.09,0.05,0.18,0.18,0.05,0.04,0.07,0,0.09,0,0,0.08,0.16,0.22,0.17,0.27,0.27,0.37,0.71,0.22,0.19,0.22,0.16,0.33,0.1,0.12,34.9,1.3,5.6,6.1,7.6,8,5.9,3.1,2.6,1,0.6,17.9,17,7.1,1.4,12,7,1.3,0,0,0.1,0.3,0.3,0.1,0.3,0.1,0.7,0.6,0.6,0,0.7,0,0,0.4,0.9,1,0.6,0.9,0.7,0.6,0.6,3,2.6,1.7,0.3,2.6,0.9,0.1
06/29/2021,1.41,0.04,0.22,1.46,1.47,1.91,2,0.82,0.87,0.92,0.54,1.43,1.4,1.16,0.79,1.58,0.86,1.2,0,0,0.03,0.13,0.05,0.05,0.18,0,0.04,0.04,0.04,0,0.11,0,0,0.08,0.16,0.25,0.25,0.23,0.22,0.46,0.71,0.24,0.19,0.22,0.08,0.4,0.08,0.12,38.3,1.1,5.9,8,8.1,8.7,6.7,2.6,2.3,1.4,0.4,19.9,18.4,9,1.4,12.4,7.7,1.4,0,0,0.1,0.4,0.1,0.1,0.3,0,0.6,0.6,0.3,0,0.9,0,0,0.4,0.9,1.1,0.9,0.7,0.6,0.7,0.6,3.3,2.6,1.7,0.1,3.1,0.7,0.1
07-01-2021,1.37,0.05,0.19,1.51,1.42,1.82,1.91,0.55,1.03,1.1,0,1.25,1.49,1.23,0.79,1.35,0.84,0.84,0,0,0.03,0.13,0.09,0.05,0.28,0,0.05,0.05,0.04,0,0.15,0,0,0.03,0.13,0.25,0.34,0.14,0.16,0.55,0.36,0.21,0.17,0.18,0,0.42,0.03,0,37,1.4,5.1,8.3,7.9,8.3,6.4,1.7,2.7,1.7,0,17.3,19.7,9.6,1.4,10.6,7.6,1,0,0,0.1,0.4,0.3,0.1,0.4,0,0.7,0.7,0.3,0,1.1,0,0,0.1,0.7,1.1,1.1,0.4,0.4,0.9,0.3,2.9,2.3,1.4,0,3.3,0.3,0
07-02-2021,1.47,0.04,0.2,1.46,1.55,1.94,2.04,0.73,1.14,1.38,0,1.41,1.53,1.23,0.79,1.44,1.03,1.43,0,0,0,0.13,0.09,0,0.28,0,0.04,0.04,0.06,0,0.09,0,0,0.03,0.1,0.19,0.3,0.32,0.22,0.64,0.36,0.24,0.16,0.18,0,0.47,0.02,0,39.7,1.1,5.4,8,8.6,8.9,6.9,2.3,3,2.1,0,19.6,20.1,9.6,1.4,11.3,9.3,1.7,0,0,0,0.4,0.3,0,0.4,0,0.6,0.6,0.4,0,0.7,0,0,0.1,0.6,0.9,1,1,0.6,1,0.3,3.3,2.1,1.4,0,3.7,0.1,0
07-03-2021,1.62,0.04,0.21,1.54,1.76,2.19,2.21,0.96,1.09,1.38,0.18,1.53,1.7,1.32,0.79,1.62,1.16,1.2,0,0,0,0.13,0.09,0,0.28,0,0.04,0.04,0.06,0,0.09,0,0,0.05,0.1,0.22,0.3,0.37,0.16,0.55,0.54,0.22,0.21,0.2,0,0.49,0.02,0,43.7,1.1,5.7,8.4,9.7,10,7.4,3,2.9,2.1,0.1,21.1,22.4,10.3,1.4,12.7,10.4,1.4,0,0,0,0.4,0.3,0,0.4,0,0.6,0.6,0.4,0,0.7,0,0,0.3,0.6,1,1,1.1,0.4,0.9,0.4,3,2.7,1.6,0,3.9,0.1,0
07-04-2021,1.63,0.04,0.23,1.59,1.76,2.25,2.21,0.96,1.03,1.29,0.36,1.54,1.72,1.32,0.87,1.62,1.21,1.32,0,0,0,0.13,0.14,0,0.18,0,0.05,0.03,0.06,0,0.09,0,0,0.05,0.13,0.25,0.3,0.41,0.11,0.55,0.89,0.25,0.22,0.2,0,0.53,0.03,0.12,44.1,1.1,6.3,8.7,9.7,10.3,7.4,3,2.7,2,0.3,21.3,22.7,10.3,1.6,12.7,10.9,1.6,0,0,0,0.4,0.4,0,0.3,0,0.7,0.4,0.4,0,0.7,0,0,0.3,0.7,1.1,1,1.3,0.3,0.9,0.7,3.4,2.9,1.6,0,4.1,0.3,0.1
07-05-2021,1.67,0.04,0.21,1.56,1.91,2.41,2.12,0.96,1.03,1.2,0.54,1.62,1.71,1.38,0.79,1.55,1.3,1.79,0,0,0,0.04,0.14,0.05,0.18,0.18,0.06,0.02,0.06,0,0.09,0,0,0.08,0.1,0.25,0.3,0.37,0.11,0.37,0.71,0.21,0.22,0.13,0,0.49,0.05,0.12,45.3,1.1,5.7,8.6,10.6,11,7.1,3,2.7,1.9,0.4,22.4,22.6,10.7,1.4,12.1,11.7,2.1,0,0,0,0.1,0.4,0.1,0.3,0.1,0.9,0.3,0.4,0,0.7,0,0,0.4,0.6,1.1,1,1.1,0.3,0.6,0.6,2.9,2.9,1,0,3.9,0.4,0.1
07-06-2021,1.77,0.04,0.22,1.72,2.07,2.41,2,1.28,1.2,1.1,0.71,1.75,1.78,1.38,0.95,1.57,1.41,2.03,0,0,0,0,0.09,0.16,0.18,0.18,0.07,0.01,0.06,0,0.07,0.02,0,0.1,0.1,0.25,0.21,0.46,0.11,0.37,0.89,0.23,0.22,0.15,0.16,0.46,0.06,0.12,48,1.1,6,9.4,11.4,11,6.7,4,3.1,1.7,0.6,24.3,23.4,10.7,1.7,12.3,12.7,2.4,0,0,0,0,0.3,0.4,0.3,0.1,1,0.1,0.4,0,0.6,0.1,0,0.6,0.6,1.1,0.7,1.4,0.3,0.6,0.7,3.1,2.9,1.1,0.3,3.6,0.6,0.1
07-07-2021,1.89,0.05,0.23,1.87,2.22,2.6,2.17,1.32,1.2,1.01,0.71,2.06,1.68,1.43,1.03,1.71,1.46,2.27,0,0,0,0.04,0.09,0.16,0.18,0.36,0.08,0.02,0.09,0,0.07,0.02,0,0.1,0.1,0.22,0.17,0.41,0.16,0.46,1.25,0.27,0.18,0.13,0.16,0.44,0.11,0.24,51.1,1.4,6.1,10.3,12.3,11.9,7.3,4.1,3.1,1.6,0.6,28.6,22.1,11.1,1.9,13.4,13.1,2.7,0,0,0,0.1,0.3,0.4,0.3,0.3,1.1,0.3,0.7,0,0.6,0.1,0,0.6,0.6,1,0.6,1.3,0.4,0.7,1,3.7,2.4,1,0.3,3.4,1,0.3
07-08-2021,2.12,0.04,0.23,2.08,2.71,2.85,2.17,1.55,1.25,1.29,0.71,2.35,1.85,1.6,1.03,1.91,1.65,2.63,0,0,0,0.04,0.05,0.16,0.09,0.36,0.07,0.01,0.09,0,0.04,0.02,0,0.13,0.1,0.25,0.08,0.41,0.16,0.46,1.25,0.27,0.18,0.15,0.16,0.42,0.11,0.24,57.4,1.1,6.1,11.4,15,13,7.3,4.9,3.3,2,0.6,32.6,24.4,12.4,1.9,15,14.9,3.1,0,0,0,0.1,0.1,0.4,0.1,0.3,1,0.1,0.7,0,0.3,0.1,0,0.7,0.6,1.1,0.3,1.3,0.4,0.7,1,3.7,2.4,1.1,0.3,3.3,1,0.3
11-05-2021,15.47,0.12,0.97,19.59,14.34,20.04,15.16,12.92,10.38,8.64,10.18,16.01,14.81,7.82,5.32,12.31,14.08,30.97,0,0,0.09,0.04,0.09,0.22,0.37,1.43,0.1,0.13,0.11,0.24,0.18,0.05,0,0.1,0.39,0.53,0.59,1.23,2.66,2.76,4.82,1.06,0.87,0.72,0.32,1.53,0.62,1.67,418.6,3.1,26.1,107.6,79.3,91.4,51,40.4,27.3,13.4,8.1,221.9,195.4,60.7,9.6,96.6,126.7,37,0,0,0.4,0.1,0.3,0.6,0.6,1.1,1.4,1.7,0.9,0.4,1.4,0.4,0,0.6,2.1,2.4,2,3.9,7,4.3,3.9,14.7,11.4,5.6,0.6,12,5.6,2
12-05-2021,36.69,0.23,2.44,41.63,38.99,42.01,39.74,33.82,25.86,20.6,21.61,36.83,36.27,21.67,15.65,26.59,29.19,87.65,0,0.05,0.03,0.13,0.18,0.71,0.74,2.14,0.2,0.26,0.13,0.08,0.4,0.21,0,0.21,0.98,1.25,2.12,3.47,4.35,9.1,12.68,2.43,2.45,1.62,0.64,3.62,1.92,3.83,992.7,6.1,66,228.6,215.6,191.7,133.7,105.9,68,32,17.3,510.6,478.7,168.3,28.1,208.6,262.7,104.7,0,0.3,0.1,0.4,0.6,1.9,1.1,1.7,2.7,3.4,1,0.1,3.1,1.9,0,1.1,5.4,5.7,7.1,10.9,11.4,14.1,10.1,33.7,32.3,12.6,1.1,28.4,17.3,4.6
12-07-2021,35.26,0.27,2.53,40.49,37.77,39.79,38.85,30.17,24.93,19.96,22.15,36.28,33.93,20.14,14.85,27.63,26.33,87.29,0,0.03,0.06,0.21,0.23,0.87,1.1,1.96,0.2,0.36,0.17,0.16,0.46,0.25,0,0.26,0.98,1.22,2.34,3.42,4.83,8.83,13.93,2.59,2.48,1.71,0.56,3.97,1.89,3.47,954.1,7.4,68.6,222.3,208.9,181.6,130.7,94.4,65.6,31,17.7,502.9,447.9,156.4,26.7,216.7,237,104.3,0,0.1,0.3,0.7,0.7,2.3,1.7,1.6,2.7,4.7,1.3,0.3,3.6,2.3,0,1.4,5.4,5.6,7.9,10.7,12.7,13.7,11.1,35.9,32.7,13.3,1,31.1,17,4.1
12-08-2021,35.63,0.3,2.54,41.37,38.11,41.26,38.09,31.13,24.12,18.58,22.68,36.26,34.77,20.12,15.17,28.94,26.43,81.43,0,0.03,0.03,0.3,0.32,0.76,1.2,2.32,0.2,0.4,0.2,0.24,0.49,0.24,0,0.21,0.98,1.53,2.63,3.38,5.11,7.82,12.86,2.61,2.48,1.84,0.64,3.95,1.78,3.59,964.1,8,68.9,227.1,210.7,188.3,128.1,97.4,63.4,28.9,18.1,502.6,458.9,156.3,27.3,227,237.9,97.3,0,0.1,0.1,1,1,2,1.9,1.9,2.7,5.3,1.6,0.4,3.9,2.1,0,1.1,5.4,7,8.9,10.6,13.4,12.1,10.3,36.1,32.7,14.3,1.1,31,16,4.3
01/17/2022,105.2,1.08,6.02,127,92.52,104.8,109.5,102.1,96.2,87.19,105.2,110,99.94,91.77,78.16,61.11,68.03,142.8,0,0,0.06,0.47,1.19,2.17,4.6,13.57,0.92,1.26,0.74,0.71,1.93,0.75,0.24,1.3,2.43,2.91,4.29,7.08,12.55,17.93,39.65,5.9,6.16,4.51,3.34,8.94,4.3,6.94,2847.4,29.3,163,697.1,511.6,478.1,368.3,319.6,253,135.4,84.1,1524.3,1319.1,712.7,140.6,479.3,612.3,170.6,0,0,0.3,1.6,3.7,5.7,7.1,10.9,12.7,16.6,5.7,1.3,15.1,6.7,0.3,7.1,13.4,13.3,14.4,22.1,33,27.9,31.7,81.7,81.3,35,6,70.1,38.7,8.3
02/21/2022,9.43,0.17,0.62,10.02,11.26,10.42,9.43,7.21,7.39,6.16,8.75,9.96,8.89,5.87,10.56,4.85,8.65,10.52,0,0,0,0.21,0.09,0.33,0.55,2.5,0.11,0.24,0.07,0.08,0.18,0.29,0,0.16,0.26,0.28,0.42,0.78,1.03,2.3,3.93,0.61,0.64,0.59,0.32,0.78,0.57,0.12,255.3,4.7,16.9,55,62.3,47.6,31.7,22.6,19.4,9.6,7,138,117.3,45.6,19,38,77.9,12.6,0,0,0,0.7,0.3,0.9,0.9,2,1.6,3.1,0.6,0.1,1.4,2.6,0,0.9,1.4,1.3,1.4,2.4,2.7,3.6,3.1,8.4,8.4,4.6,0.6,6.1,5.1,0.1
03-12-2022,5.04,0.09,0.39,5.72,5.19,5.01,4.88,4.47,4.24,4.87,5.18,5.25,4.76,2.8,5,3.41,5.02,5.74,0,0.03,0,0.04,0.05,0.11,0.37,1.43,0.08,0.1,0.06,0,0.16,0.08,0,0.08,0.08,0.41,0.25,0.5,0.76,1.01,2.14,0.35,0.42,0.33,0.24,0.56,0.33,0,136.3,2.4,10.4,31.4,28.7,22.9,16.4,14,11.1,7.6,4.1,72.7,62.9,21.7,9,26.7,45.1,6.9,0,0.1,0,0.1,0.1,0.3,0.6,1.1,1.1,1.3,0.4,0,1.3,0.7,0,0.4,0.4,1.9,0.9,1.6,2,1.6,1.7,4.9,5.6,2.6,0.4,4.4,3,0
03/13/2022,5.04,0.07,0.39,5.78,5.01,5.42,5.01,4.43,4.24,4.32,4.64,5.29,4.73,2.85,5.16,3.21,5.08,5.98,0,0.03,0,0.04,0,0.11,0.28,1.25,0.07,0.08,0.07,0,0.11,0.06,0,0.08,0.1,0.41,0.21,0.46,0.76,1.01,2.32,0.35,0.42,0.42,0.24,0.55,0.27,0,136.4,2,10.4,31.7,27.7,24.7,16.9,13.9,11.1,6.7,3.7,73.3,62.4,22.1,9.3,25.1,45.7,7.1,0,0.1,0,0.1,0,0.3,0.4,1,1,1,0.6,0,0.9,0.6,0,0.4,0.6,1.9,0.7,1.4,2,1.6,1.9,4.9,5.6,3.3,0.4,4.3,2.4,0
03-05-2022,5.3,0.11,0.36,6.77,4.62,5.89,5.77,4.84,3.53,3.68,5.18,5.64,4.9,3.09,4.85,2.62,5.59,6.7,0.03,0,0,0,0.05,0.11,0.37,2.32,0.09,0.13,0.09,0.08,0.09,0.14,0.12,0.13,0.26,0.25,0.34,0.37,0.38,0.92,2.32,0.34,0.39,0.26,0.16,0.38,0.43,0.24,143.3,3,9.9,37.1,25.6,26.9,19.4,15.1,9.3,5.7,4.1,78.1,64.7,24,8.7,20.6,50.3,8,0.1,0,0,0,0.1,0.3,0.6,1.9,1.3,1.7,0.7,0.1,0.7,1.3,0.1,0.7,1.4,1.1,1.1,1.1,1,1.4,1.9,4.7,5.1,2,0.3,3,3.9,0.3
02-04-2022,22.2,0.58,1.45,28.55,20.54,23.6,22.38,18.4,17.33,17.75,20.9,23.3,20.97,17.73,22.32,11.8,18.86,25.71,0,0.03,0.13,0.21,0.59,1.2,2.94,5.72,0.53,0.63,0.42,0.32,0.95,0.44,0.24,0.18,0.44,1.1,0.93,1.69,2.93,4.41,9.64,1.52,1.39,1.38,0.32,1.99,1.13,1.2,600.9,15.6,39.3,156.7,113.6,107.7,75.3,57.6,45.6,27.6,16.7,323,276.7,137.7,40.1,92.6,169.7,30.7,0,0.1,0.6,0.7,1.9,3.1,4.6,4.6,7.3,8.3,3.3,0.6,7.4,4,0.3,1,2.4,5,3.1,5.3,7.7,6.9,7.7,21,18.3,10.7,0.6,15.6,10.1,1.4
02-05-2022,21.12,0.56,1.33,27.11,19.71,22.32,21.02,18.58,15.32,17.01,20,21.99,20.13,16.7,20.65,11.4,17.73,24.15,0,0.03,0.13,0.21,0.59,1.25,2.76,5.54,0.52,0.62,0.52,0.4,0.82,0.43,0.24,0.21,0.39,0.85,0.72,1.51,2.5,4.51,10,1.39,1.27,1.21,0.24,1.75,1.16,0.84,571.4,15.3,36,148.9,109,101.9,70.7,58.1,40.3,26.4,16,304.9,265.7,129.7,37.1,89.4,159.6,28.9,0,0.1,0.6,0.7,1.9,3.3,4.3,4.4,7.1,8.1,4,0.7,6.4,3.9,0.3,1.1,2.1,3.9,2.4,4.7,6.6,7,8,19.3,16.7,9.4,0.4,13.7,10.4,1
03/14/2022,5.13,0.07,0.39,5.83,4.99,5.98,5.14,4.66,4.07,4.14,3.75,5.42,4.77,3.07,5.4,2.91,5.4,6.22,0,0.03,0,0.08,0,0.11,0.28,1.07,0.08,0.06,0.07,0,0.13,0.05,0,0.05,0.16,0.44,0.21,0.41,0.76,1.01,2.14,0.37,0.4,0.44,0.24,0.49,0.3,0,138.9,2,10.4,32,27.6,27.3,17.3,14.6,10.7,6.4,3,75.1,63,23.9,9.7,22.9,48.6,7.4,0,0.1,0,0.3,0,0.3,0.4,0.9,1.1,0.9,0.6,0,1,0.4,0,0.3,0.9,2,0.7,1.3,2,1.6,1.7,5.1,5.3,3.4,0.4,3.9,2.7,0
03/28/2022,9.43,0.03,0.22,9.5,10.83,13.77,9.51,7.12,5.21,5.7,4.29,10.1,8.68,4.54,8.82,3.41,12.41,13.15,0,0,0,0,0,0,0.37,0.18,0.04,0.01,0.04,0,0.04,0.02,0,0.05,0.08,0.22,0.04,0.18,0.22,1.1,1.43,0.26,0.17,0.09,0.16,0.33,0.24,0.12,255.1,0.7,5.9,52.1,59.9,62.9,32,22.3,13.7,8.9,3.4,140,114.6,35.3,15.9,26.7,111.7,15.7,0,0,0,0,0,0,0.6,0.1,0.6,0.1,0.3,0,0.3,0.1,0,0.3,0.4,1,0.1,0.6,0.6,1.7,1.1,3.6,2.3,0.7,0.3,2.6,2.1,0.1
03/29/2022,9.92,0.03,0.23,9.94,11.83,14.4,9.55,7.71,5.27,5.79,4.47,10.58,9.18,4.91,10.41,3.32,12.86,13.39,0,0,0,0,0,0,0.37,0.18,0.04,0.01,0.04,0,0.04,0.02,0,0.05,0.1,0.25,0.08,0.18,0.22,1.01,1.43,0.28,0.17,0.13,0.16,0.29,0.27,0,268.4,0.7,6.1,54.6,65.4,65.7,32.1,24.1,13.9,9,3.6,146.7,121.1,38.1,18.7,26,115.7,16,0,0,0,0,0,0,0.6,0.1,0.6,0.1,0.3,0,0.3,0.1,0,0.3,0.6,1.1,0.3,0.6,0.6,1.6,1.1,3.9,2.3,1,0.3,2.3,2.4,0
03/30/2022,10.38,0.03,0.24,10.51,12.43,14.78,10.32,8.03,5.43,5.89,4.82,11,9.7,5.13,11.04,3.73,13.14,13.27,0,0,0,0,0.05,0,0.28,0.18,0.05,0,0.06,0,0.04,0,0,0.08,0.08,0.22,0.08,0.23,0.27,1.2,1.43,0.3,0.18,0.17,0.16,0.27,0.3,0,281,0.7,6.6,57.7,68.7,67.4,34.7,25.1,14.3,9.1,3.9,152.4,128,39.9,19.9,29.3,118.3,15.9,0,0,0,0,0.1,0,0.4,0.1,0.7,0,0.4,0,0.3,0,0,0.4,0.4,1,0.3,0.7,0.7,1.9,1.1,4.1,2.4,1.3,0.3,2.1,2.7,0
04/17/2022,18.06,0.02,0.44,10.67,24.57,26.02,21.78,15.11,11.3,10.67,10.72,20.46,15.3,7.82,23.91,6.74,22.49,27.86,0,0,0,0,0,0.05,0.09,0.36,0,0.04,0,0,0.04,0.03,0,0.13,0.26,0.28,0.42,0.68,0.33,1.38,2.32,0.43,0.44,0.18,0.4,0.49,0.51,0.72,488.6,0.6,11.9,58.6,135.9,118.7,73.3,47.3,29.7,16.6,8.6,283.6,202,60.7,43,52.9,202.4,33.3,0,0,0,0,0,0.1,0.1,0.3,0,0.6,0,0,0.3,0.3,0,0.7,1.4,1.3,1.4,2.1,0.9,2.1,1.9,6,5.9,1.4,0.7,3.9,4.6,0.9
04/18/2022,19.26,0.02,0.43,12.78,24.93,27.02,23.78,16.39,12.22,11.86,10,21.81,16.31,8.68,25.98,7.36,23.25,28.94,0,0,0,0,0,0.05,0.09,0.36,0.01,0.03,0,0,0.04,0.03,0,0.13,0.26,0.31,0.34,0.73,0.27,1.29,2.32,0.42,0.43,0.17,0.24,0.51,0.56,0.48,521.1,0.6,11.6,70.1,137.9,123.3,80,51.3,32.1,18.4,8,302.3,215.3,67.4,46.7,57.7,209.3,34.6,0,0,0,0,0,0.1,0.1,0.3,0.1,0.4,0,0,0.3,0.3,0,0.7,1.4,1.4,1.1,2.3,0.7,2,1.9,5.9,5.7,1.3,0.4,4,5,0.6
05-07-2022,37.82,0.02,0.74,42.15,37.33,47.21,43.99,32.91,23.68,24.37,23.58,41.87,33.48,23.08,46.63,20.86,39.21,49.15,0,0,0,0,0.05,0,0.18,0.18,0.02,0.02,0,0,0,0.05,0.12,0.18,0.39,0.38,0.47,0.73,1.09,2.48,5.72,0.75,0.73,0.44,0.48,0.89,0.71,1.08,1023.3,0.6,20,231.4,206.4,215.4,148,103,62.3,37.9,18.9,580.4,441.9,179.3,83.9,163.6,352.9,58.7,0,0,0,0,0.1,0,0.3,0.1,0.3,0.3,0,0,0,0.4,0.1,1,2.1,1.7,1.6,2.3,2.9,3.9,4.6,10.4,9.6,3.4,0.9,7,6.4,1.3
