Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
01/24/2024,5.53,0.06,0.75,4.19,3.59,4.85,5.35,6.07,7.77,8.92,16.79,6.15,4.87,4.65,3.1,5.79,4.43,7.65,0,0,0,0.04,0.05,0.16,0.18,0.71,0.07,0.04,0.02,0.08,0.02,0.11,0.12,0.29,0.23,0.22,0.42,0.55,1.47,2.94,6.07,0.71,0.79,0.55,0.71,0.97,0.65,0.84,149.7,1.6,20.3,23,19.9,22.1,18,19,20.4,13.9,13.4,85.3,64.3,36.1,5.6,45.4,39.9,9.1,0,0,0,0.1,0.1,0.4,0.3,0.6,1,0.6,0.1,0.1,0.1,1,0.1,1.6,1.3,1,1.4,1.7,3.9,4.6,4.9,9.9,10.4,4.3,1.3,7.6,5.9,1
03/13/2024,2.79,0.03,0.36,2.19,1.63,2.22,2.97,2.92,3.37,5.06,10.72,3.46,2.07,2.32,1.91,2.77,2.54,2.99,0,0,0,0,0,0.05,0,0.71,0.02,0.03,0,0,0.05,0.03,0,0.21,0.03,0.09,0.25,0.27,0.6,1.56,2.86,0.36,0.36,0.24,0.24,0.53,0.33,0.24,75.6,0.7,9.7,12,9,10.1,10,9.1,8.9,7.9,8.6,48,27.3,18,3.4,21.7,22.9,3.6,0,0,0,0,0,0.1,0,0.6,0.3,0.4,0,0,0.4,0.3,0,1.1,0.1,0.4,0.9,0.9,1.6,2.4,2.3,5,4.7,1.9,0.4,4.1,3,0.3
07/29/2022,30.45,0.08,1.41,21.47,29.17,35.38,33.12,34.51,34.76,29.8,32.86,34.34,26.28,23.99,25.02,31.31,19.44,33.72,0,0,0.06,0,0.09,0.05,0.46,1.07,0.07,0.1,0.06,0,0.16,0.06,0,0.42,0.7,0.78,1.15,1.42,2.61,3.4,10,1.47,1.34,1.1,0.56,2.24,0.97,1.08,824,2.3,38.1,117.9,161.3,161.4,111.4,108,91.4,46.3,26.3,476,346.9,186.3,45,245.6,175,40.3,0,0,0.3,0,0.3,0.1,0.7,0.9,1,1.3,0.4,0,1.3,0.6,0,2.3,3.9,3.6,3.9,4.4,6.9,5.3,8,20.4,17.7,8.6,1,17.6,8.7,1.3
07/30/2022,29.74,0.06,1.42,20.32,28.83,34.53,32.1,33.96,33.57,30.17,33.4,33.52,25.68,23.64,25.26,30.29,18.92,31.93,0,0,0.06,0,0.09,0,0.28,0.89,0.05,0.08,0.04,0,0.13,0.03,0.12,0.34,0.67,0.69,0.98,1.46,2.66,3.31,12.14,1.52,1.32,0.96,0.64,2.37,1,1.2,804.7,1.7,38.4,111.6,159.4,157.6,108,106.3,88.3,46.9,26.7,464.6,339,183.6,45.4,237.6,170.3,38.1,0,0,0.3,0,0.3,0,0.4,0.7,0.7,1,0.3,0,1,0.3,0.1,1.9,3.7,3.1,3.3,4.6,7,5.1,9.7,21,17.4,7.4,1.1,18.6,9,1.4
07/31/2022,29.38,0.06,1.37,20.22,28.42,34.19,31.33,33.82,33.03,29.8,33.22,33.07,25.45,23.56,25.18,29.58,18.97,32.17,0,0,0.06,0,0.09,0,0.18,0.89,0.04,0.08,0.04,0,0.11,0.03,0.12,0.31,0.67,0.69,0.98,1.55,2.55,2.94,11.43,1.44,1.3,0.97,0.64,2.17,0.98,1.55,795.1,1.6,37.1,111,157.1,156,105.4,105.9,86.9,46.3,26.6,458.4,335.9,183,45.3,232,170.7,38.4,0,0,0.3,0,0.3,0,0.3,0.7,0.6,1,0.3,0,0.9,0.3,0.1,1.7,3.7,3.1,3.3,4.9,6.7,4.6,9.1,20,17.1,7.6,1.1,17,8.9,1.9
03/20/2024,2.29,0.01,0.34,1.98,1.58,1.88,2.42,2.46,3.1,3.31,5.89,2.58,1.99,1.99,1.75,2.46,1.73,3.71,0,0,0,0,0,0,0.09,0.18,0,0.02,0,0,0.04,0,0,0.03,0.08,0.06,0.17,0.23,1.14,1.2,2.68,0.33,0.35,0.18,0,0.55,0.27,0.84,62,0.3,9.1,10.9,8.7,8.6,8.1,7.7,8.1,5.1,4.7,35.7,26.3,15.4,3.1,19.3,15.6,4.4,0,0,0,0,0,0,0.1,0.1,0,0.3,0,0,0.3,0,0,0.1,0.4,0.3,0.6,0.7,3,1.9,2.1,4.6,4.6,1.4,0,4.3,2.4,1
07/13/2022,31.33,0.06,1.48,19.83,29.66,35.31,37.66,40.12,32.16,31.45,35.18,34.32,28.11,25.46,31.22,26.59,22.52,34.08,0,0,0,0,0.05,0.16,0.28,0.89,0.04,0.09,0.02,0.08,0.13,0.05,0,0.44,0.44,0.75,0.81,1.69,2.88,4.69,11.25,1.55,1.42,1.21,1.43,1.97,1.13,1.08,847.9,1.7,40.1,108.9,164,161.1,126.7,125.6,84.6,48.9,28.1,475.7,371,197.7,56.1,208.6,202.7,40.7,0,0,0,0,0.1,0.4,0.4,0.7,0.6,1.1,0.1,0.1,1,0.4,0,2.4,2.4,3.4,2.7,5.3,7.6,7.3,9,21.4,18.7,9.4,2.6,15.4,10.1,1.3
07/14/2022,31.08,0.07,1.5,20.09,28.57,35,38.17,39.21,31.51,32.37,36.08,34.04,27.89,25.81,30.26,26.63,22.08,34.2,0,0,0,0,0.05,0.16,0.28,1.25,0.05,0.1,0.02,0.08,0.13,0.08,0,0.47,0.39,0.69,0.89,1.73,3.04,4.41,11.79,1.56,1.44,1.12,1.19,2.09,1.16,1.08,841.1,2,40.6,110.3,158,159.7,128.4,122.7,82.9,50.3,28.9,471.9,368.1,200.4,54.4,208.9,198.7,40.9,0,0,0,0,0.1,0.4,0.4,1,0.7,1.3,0.1,0.1,1,0.7,0,2.6,2.1,3.1,3,5.4,8,6.9,9.4,21.6,19,8.7,2.1,16.4,10.4,1.3
08-04-2022,28.51,0.04,1.4,18.84,28.94,31.24,31.17,32.32,30.75,34.12,31.97,32.48,24.27,24.19,22.88,25.56,19.43,29.54,0,0,0,0,0.09,0.11,0.09,0.54,0.03,0.05,0.07,0,0.02,0.03,0.12,0.16,0.8,0.63,1.23,1.42,2.77,4.14,9.47,1.35,1.46,0.9,0.64,2.3,1.03,1.32,771.4,1.1,38,103.4,160,142.6,104.9,101.1,80.9,53,25.6,450.1,320.3,187.9,41.1,200.4,174.9,35.3,0,0,0,0,0.3,0.3,0.1,0.4,0.4,0.7,0.6,0,0.1,0.3,0.1,0.9,4.4,2.9,4.1,4.4,7.3,6.4,7.6,18.7,19.3,7,1.1,18,9.3,1.6
08/15/2022,23.61,0.04,1.5,15.12,21.5,24.67,28.15,28.44,25.37,28.88,36.43,26.06,20.98,20.88,18.91,21.24,14.95,25.83,0,0,0,0,0,0.05,0.18,0.89,0.05,0.03,0,0.16,0.09,0.02,0,0.55,0.62,0.88,0.51,1.64,2.88,4.87,10.18,1.52,1.48,1.09,0.64,2.31,1.1,2.03,639,1.1,40.6,83,118.9,112.6,94.7,89,66.7,44.9,29.1,361.3,276.9,162.1,34,166.6,134.6,30.9,0,0,0,0,0,0.1,0.3,0.7,0.7,0.4,0,0.3,0.7,0.1,0,3,3.4,4,1.7,5.1,7.6,7.6,8.1,21,19.6,8.4,1.1,18.1,9.9,2.4
11/18/2022,15.25,0.04,1.22,15.46,10.33,14.56,15.63,16.16,18.09,20.05,28.04,17.31,13.01,13.59,10.56,16.34,10.06,14.71,0,0,0,0,0,0,0,1.25,0.03,0.04,0.02,0,0.05,0.03,0.12,0.29,0.44,0.75,0.76,1.28,1.41,4.69,10,1.26,1.18,0.64,0.32,2.09,0.94,1.08,412.7,1,33,84.9,57.1,66.4,52.6,50.6,47.6,31.1,22.4,240,171.7,105.6,19,128.1,90.6,17.6,0,0,0,0,0,0,0,1,0.4,0.6,0.1,0,0.4,0.3,0.1,1.6,2.4,3.4,2.6,4,3.7,7.3,8,17.4,15.6,5,0.6,16.4,8.4,1.3
11/19/2022,15.46,0.04,1.24,15.59,10.49,15.06,15.92,16.39,18.09,19.87,28.58,17.58,13.16,13.91,10.88,16.34,10.08,14.95,0,0,0,0,0,0,0,1.43,0.04,0.04,0.02,0,0.05,0.05,0.12,0.29,0.49,0.72,0.68,1.37,1.58,4.32,10.54,1.25,1.22,0.74,0.48,1.95,1.02,0.96,418.4,1.1,33.4,85.6,58,68.7,53.6,51.3,47.6,30.9,22.9,243.7,173.7,108,19.6,128.1,90.7,17.9,0,0,0,0,0,0,0,1.1,0.6,0.6,0.1,0,0.4,0.4,0.1,1.6,2.7,3.3,2.3,4.3,4.1,6.7,8.4,17.3,16.1,5.7,0.9,15.3,9.1,1.1
11/20/2022,15.85,0.03,1.25,15.74,10.72,15.31,16.09,17.3,18.74,20.78,29.47,18.09,13.43,14.26,11.28,16.58,10.52,15.43,0,0,0,0,0,0,0,0.89,0.03,0.02,0.02,0,0.04,0.03,0,0.18,0.49,0.66,0.59,1.28,1.68,4.87,11.25,1.3,1.19,0.79,0.64,1.93,0.98,1.08,429,0.7,33.7,86.4,59.3,69.9,54.1,54.1,49.3,32.3,23.6,250.7,177.3,110.7,20.3,130,94.7,18.4,0,0,0,0,0,0,0,0.7,0.4,0.3,0.1,0,0.3,0.3,0,1,2.7,3,2,4,4.4,7.6,9,18,15.7,6.1,1.1,15.1,8.9,1.3
12-06-2022,22.75,0.05,1.75,19.39,16.56,20.82,24.46,27.66,28.3,28.6,43.58,25.3,20.03,19.22,16.44,24.21,13.76,28.1,0,0,0.03,0,0.05,0,0.18,0.89,0.05,0.04,0.04,0.08,0.07,0.03,0,0.36,0.75,0.72,1.1,1.87,3.86,6.07,11.07,1.71,1.8,1.07,1.19,2.91,1.22,1.91,615.7,1.3,47.4,106.4,91.6,95,82.3,86.6,74.4,44.4,34.9,350.7,264.4,149.3,29.6,189.9,123.9,33.6,0,0,0.1,0,0.1,0,0.3,0.7,0.7,0.6,0.3,0.1,0.6,0.3,0,2,4.1,3.3,3.7,5.9,10.1,9.4,8.9,23.7,23.7,8.3,2.1,22.9,11,2.3
12-07-2022,23.07,0.05,1.76,20.66,16.56,21.29,24.29,27.84,28.08,27.22,46.26,25.51,20.48,19.2,16.52,24.21,14.25,29.06,0,0,0.03,0,0.05,0,0.18,0.89,0.05,0.04,0.04,0.08,0.07,0.03,0,0.29,0.67,0.72,1.23,1.87,3.8,6.25,11.61,1.68,1.84,1.09,1.03,2.88,1.24,2.03,624.3,1.3,47.6,113.4,91.6,97.1,81.7,87.1,73.9,42.3,37,353.6,270.3,149.1,29.7,189.9,128.3,34.7,0,0,0.1,0,0.1,0,0.3,0.7,0.7,0.6,0.3,0.1,0.6,0.3,0,1.6,3.7,3.3,4.1,5.9,10,9.7,9.3,23.3,24.3,8.4,1.9,22.6,11.1,2.4
12-08-2022,23.78,0.05,1.73,20.97,16.79,22.32,25.6,27.94,29.06,29.15,47.69,26.35,21.04,19.79,16.05,25.47,14.92,26.67,0,0,0.03,0,0.05,0,0.28,0.71,0.05,0.04,0.02,0.08,0.09,0.03,0,0.21,0.7,0.63,1.1,1.6,3.8,6.35,13.04,1.68,1.79,1.05,1.03,2.75,1.29,2.03,643.4,1.3,46.9,115.1,92.9,101.9,86.1,87.4,76.4,45.3,38.1,365.3,277.7,153.7,28.9,199.7,134.3,31.9,0,0,0.1,0,0.1,0,0.4,0.6,0.7,0.6,0.1,0.1,0.7,0.3,0,1.1,3.9,2.9,3.7,5,10,9.9,10.4,23.3,23.6,8.1,1.9,21.6,11.6,2.4
03/27/2024,1.9,0.04,0.34,1.41,1.29,1.82,1.53,1.73,2.28,3.59,7.5,2.27,1.5,1.31,1.75,1.88,1.76,3.11,0,0,0,0,0,0.05,0.37,0.36,0.05,0.02,0.02,0.08,0.04,0.05,0,0.1,0.08,0.09,0.08,0.14,0.71,1.84,2.86,0.34,0.34,0.26,0.48,0.44,0.25,0.36,51.3,1,9.1,7.7,7.1,8.3,5.1,5.4,6,5.6,6,31.4,19.9,10.1,3.1,14.7,15.9,3.7,0,0,0,0,0,0.1,0.6,0.3,0.7,0.3,0.1,0.1,0.3,0.4,0,0.6,0.4,0.4,0.3,0.4,1.9,2.9,2.3,4.7,4.4,2,0.9,3.4,2.3,0.4
04-12-2024,1.5,0,0.26,1.07,1.14,0.85,1.44,2.05,2.39,2.76,3.57,1.72,1.28,1.23,0.79,1.62,1.08,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.06,0.13,0.41,0.6,1.01,1.61,0.23,0.3,0.18,0.08,0.44,0.13,0.48,40.7,0,7.1,5.9,6.3,3.9,4.9,6.4,6.3,4.3,2.9,23.9,16.9,9.6,1.4,12.7,9.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.3,0.4,1.3,1.6,1.6,1.3,3.1,4,1.4,0.1,3.4,1.1,0.6
04/15/2024,1.65,0.01,0.25,1.22,1.19,1.44,1.49,1.78,2.17,3.03,4.82,1.81,1.48,1.18,1.19,1.58,1.27,3.35,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0.02,0,0,0.13,0.05,0.06,0.04,0.18,0.49,1.2,1.96,0.2,0.3,0.13,0.24,0.31,0.24,0.24,44.7,0.1,6.7,6.7,6.6,6.6,5,5.6,5.7,4.7,3.9,25.1,19.6,9.1,2.1,12.4,11.4,4,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.7,0.3,0.3,0.1,0.6,1.3,1.9,1.6,2.7,4,1,0.4,2.4,2.1,0.3
04/27/2024,1.49,0.01,0.24,1.38,0.96,0.97,1.53,1.14,2.66,2.48,4.29,1.78,1.18,1.18,1.51,1.62,1.1,2.27,0,0,0,0,0,0,0.09,0.18,0.01,0.01,0.02,0,0,0.02,0,0.05,0.05,0.13,0.04,0.18,0.6,0.64,2.68,0.22,0.27,0.13,0.08,0.4,0.19,0.48,40.3,0.3,6.6,7.6,5.3,4.4,5.1,3.6,7,3.9,3.4,24.7,15.6,9.1,2.7,12.7,9.9,2.7,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0.3,0.3,0.6,0.1,0.6,1.6,1,2.1,3,3.6,1,0.1,3.1,1.7,0.6
04/28/2024,1.52,0.01,0.22,1.46,0.98,1.13,1.44,1.14,2.55,2.76,3.93,1.83,1.19,1.1,1.43,1.66,1.16,2.63,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.05,0.03,0.13,0.04,0.14,0.54,0.74,2.14,0.2,0.24,0.11,0.08,0.36,0.16,0.48,41.1,0.1,5.9,8,5.4,5.1,4.9,3.6,6.7,4.3,3.1,25.4,15.7,8.6,2.6,13,10.4,3.1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.3,0.1,0.6,0.1,0.4,1.4,1.1,1.7,2.7,3.1,0.9,0.1,2.9,1.4,0.6
04/29/2024,1.51,0.01,0.21,1.48,0.98,1.13,1.36,1.28,2.39,2.58,4.11,1.91,1.09,1.07,1.19,1.75,1.17,2.27,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.03,0.03,0.13,0.04,0.14,0.54,0.83,1.96,0.2,0.23,0.13,0.08,0.35,0.16,0.36,40.9,0.1,5.7,8.1,5.4,5.1,4.6,4,6.3,4,3.3,26.4,14.4,8.3,2.1,13.7,10.6,2.7,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.6,0.1,0.4,1.4,1.3,1.6,2.7,3,1,0.1,2.7,1.4,0.4
04/30/2024,1.55,0.01,0.2,1.33,0.9,1.28,1.4,1.55,2.5,2.58,4.47,1.83,1.24,1.12,1.11,1.79,1.17,2.75,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.03,0.03,0.03,0.04,0.27,0.6,0.46,1.96,0.19,0.21,0.11,0.08,0.26,0.19,0.48,41.9,0.1,5.3,7.3,5,5.9,4.7,4.9,6.6,4,3.6,25.4,16.4,8.7,2,14,10.6,3.3,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.9,1.6,0.7,1.6,2.6,2.7,0.9,0.1,2,1.7,0.6
05-01-2024,1.5,0.01,0.19,1.22,0.83,1.47,1.32,1.64,2.34,2.67,3.57,1.83,1.16,1.1,0.95,1.79,1.06,2.99,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.03,0,0.06,0.04,0.27,0.54,0.46,1.96,0.19,0.19,0.11,0,0.26,0.19,0.48,40.7,0.1,5.1,6.7,4.6,6.7,4.4,5.1,6.1,4.1,2.9,25.4,15.3,8.6,1.7,14,9.6,3.6,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0,0.3,0.1,0.9,1.4,0.7,1.6,2.6,2.6,0.9,0,2,1.7,0.6
05-02-2024,1.5,0.01,0.21,1.41,0.72,1.57,1.15,1.78,2.17,2.21,4.11,1.79,1.2,1.23,0.95,1.6,1.14,2.75,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.05,0.05,0.06,0,0.32,0.49,0.55,1.96,0.21,0.21,0.18,0,0.27,0.19,0.24,40.7,0.1,5.6,7.7,4,7.1,3.9,5.6,5.7,3.4,3.3,24.9,15.9,9.6,1.7,12.6,10.3,3.3,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.3,0.3,0.3,0,1,1.3,0.9,1.6,2.9,2.7,1.4,0,2.1,1.7,0.3
05-03-2024,2,0.01,0.17,1.74,0.96,1.66,1.32,3.1,3.91,2.39,4.29,1.98,1.84,1.16,0.87,2.11,1.16,2.75,0,0,0,0,0,0,0.09,0,0,0.01,0.02,0,0,0,0,0.03,0.05,0.03,0,0.27,0.38,0.37,1.96,0.15,0.18,0.17,0,0.22,0.14,0.24,54,0.1,4.6,9.6,5.3,7.6,4.4,9.7,10.3,3.7,3.4,27.4,24.3,9,1.6,16.6,10.4,3.3,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.3,0.1,0,0.9,1,0.6,1.6,2.1,2.4,1.3,0,1.7,1.3,0.3
01/19/2023,12.25,0.07,1.05,13.24,8.04,9.99,12.23,13.74,15.05,18.12,21.25,13.39,11.02,11.44,8.34,12.91,8.02,13.15,0,0,0,0,0,0.11,0.18,1.79,0.08,0.06,0,0,0.04,0.17,0.12,0.1,0.34,0.28,0.51,1.23,1.68,4.69,9.29,1.14,0.95,0.61,0.87,1.6,0.89,0.48,331.6,2,28.4,72.7,44.4,45.6,41.1,43,39.6,28.1,17,185.6,145.4,88.9,15,101.3,72.1,15.7,0,0,0,0,0,0.3,0.3,1.4,1.1,0.9,0,0,0.3,1.6,0.1,0.6,1.9,1.3,1.7,3.9,4.4,7.3,7.4,15.9,12.6,4.7,1.6,12.6,8,0.6
01-10-2023,14.98,0.05,1.51,10.33,11.6,13.37,15.58,16.2,20.42,25.93,32.86,16.71,13.04,12.77,11.76,15.14,10.33,16.86,0.03,0,0.03,0,0,0.05,0.18,0.89,0.04,0.06,0.02,0,0.02,0.11,0.12,0.23,0.44,0.63,0.85,1.28,2.93,6.07,12.86,1.59,1.43,1.18,0.71,2.04,1.29,1.55,405.3,1.4,40.9,56.7,64.1,61,52.4,50.7,53.7,40.3,26.3,231.6,172.1,99.1,21.1,118.7,93,20.1,0.1,0,0.1,0,0,0.1,0.3,0.7,0.6,0.9,0.1,0,0.1,1,0.1,1.3,2.4,2.9,2.9,4,7.7,9.4,10.3,22,18.9,9.1,1.3,16,11.6,1.9
01-11-2023,15.23,0.06,1.53,12.7,10.9,12.99,14.95,16.52,20.37,25.66,34.11,17.16,13.07,13.89,11.28,15.36,10.24,15.9,0.03,0,0.03,0,0,0,0.18,1.25,0.04,0.08,0.02,0,0.04,0.11,0.12,0.29,0.44,0.75,0.85,1.32,3.04,6.16,11.79,1.55,1.52,1.09,0.71,2.08,1.33,1.67,412,1.6,41.4,69.7,60.3,59.3,50.3,51.7,53.6,39.9,27.3,237.9,172.6,107.9,20.3,120.4,92.1,19,0.1,0,0.1,0,0,0,0.3,1,0.6,1,0.1,0,0.3,1,0.1,1.6,2.4,3.4,2.9,4.1,8,9.6,9.4,21.4,20,8.4,1.3,16.3,12,2
12/31/2021,255,0.6,8.29,254.7,283.9,296.6,289.4,239.7,185.4,152.5,160.2,276.6,230.7,195.9,120.7,209.5,147.3,454.8,0,0.03,0.09,0.25,0.59,1.47,2.94,5.54,0.46,0.74,0.44,0.24,1.02,0.44,0.24,2.29,4.65,5.04,6.11,10.22,15.92,22.35,42.15,8.5,8.06,4.82,2.38,16.07,4.37,10.4,6900.1,16.1,224.3,1398.6,1570,1353.4,973.7,750.1,487.6,236.9,128.1,3834.4,3044.4,1521.6,217,1643,1325.6,543.3,0,0.1,0.4,0.9,1.9,3.9,4.6,4.4,6.4,9.7,3.4,0.4,8,4,0.3,12.6,25.7,23,20.6,32,41.9,34.7,33.7,117.9,106.4,37.4,4.3,126,39.3,12.4
01-01-2022,257.2,0.61,8.46,257.5,284.6,298.7,292.5,242.7,187.7,153.1,164.3,279.1,232.6,198.2,122.6,208.8,148.4,454.2,0,0.03,0.09,0.21,0.68,1.41,2.94,5.89,0.47,0.75,0.4,0.32,1.09,0.44,0.12,2.29,4.62,5.17,6.2,10.41,15.7,23.36,45.01,8.71,8.19,5.33,2.54,16.32,4.22,9.69,6959.4,16.4,228.9,1413.7,1573.9,1363.1,984.3,759.6,493.6,237.9,131.4,3868.4,3070.3,1539.3,220.4,1637.3,1335.9,542.6,0,0.1,0.4,0.7,2.1,3.7,4.6,4.7,6.6,9.9,3.1,0.6,8.6,4,0.1,12.6,25.6,23.6,20.9,32.6,41.3,36.3,36,120.7,108.1,41.4,4.6,128,38,11.6
01/30/2023,12.28,0.04,0.96,16.73,8.81,10.08,11.63,12,13.25,13.34,16.79,13.73,10.74,12.78,7.63,13.35,7.54,10.4,0,0,0,0,0.14,0.05,0.18,0.18,0.01,0.06,0.02,0,0.07,0.02,0.12,0.29,0.34,0.47,0.51,0.64,2.61,3.13,6.07,1.04,0.87,0.74,0.56,1.24,0.86,0.84,332.3,1,25.9,91.9,48.7,46,39.1,37.6,34.9,20.7,13.4,190.3,141.7,99.3,13.7,104.7,67.9,12.4,0,0,0,0,0.4,0.1,0.3,0.1,0.1,0.9,0.1,0,0.6,0.1,0.1,1.6,1.9,2.1,1.7,2,6.9,4.9,4.9,14.4,11.4,5.7,1,9.7,7.7,1
08-09-2023,3.67,0,0.37,2.42,2.92,3.51,3.4,4.93,4.45,6.35,6.79,4.29,3.01,3.48,2.94,3.66,2.7,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.1,0.13,0.21,0.23,0.6,1.47,3.21,0.37,0.38,0.52,0.08,0.44,0.21,0.48,99.3,0,10.1,13.3,16.1,16,11.4,15.4,11.7,9.9,5.4,59.4,39.7,27,5.3,28.7,24.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.6,0.6,0.7,0.7,1.6,2.3,2.6,5.1,5,4,0.1,3.4,1.9,0.6
08-10-2023,3.79,0,0.39,2.45,2.92,3.66,3.69,5.11,4.56,6.62,6.79,4.37,3.17,3.7,2.94,3.81,2.62,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.1,0.16,0.25,0.37,0.65,1.29,3.21,0.38,0.4,0.5,0.16,0.53,0.19,0.36,102.4,0,10.6,13.4,16.1,16.7,12.4,16,12,10.3,5.4,60.6,41.9,28.7,5.3,29.9,23.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.7,0.9,1.1,1.7,2,2.6,5.3,5.3,3.9,0.3,4.1,1.7,0.4
01/20/2023,12.74,0.05,1.05,14.83,7.8,10.24,12.14,14.42,15.92,18.58,21.08,13.7,11.69,12.18,9.06,13.75,7.98,13.51,0,0,0,0,0,0,0.18,1.43,0.07,0.03,0,0,0.04,0.13,0,0.13,0.36,0.44,0.64,1.23,1.52,4.41,8.39,1.12,0.96,0.63,0.79,1.64,0.81,0.36,344.9,1.4,28.3,81.4,43.1,46.7,40.9,45.1,41.9,28.9,16.9,189.9,154.3,94.6,16.3,107.9,71.9,16.1,0,0,0,0,0,0,0.3,1.1,1,0.4,0,0,0.3,1.1,0,0.7,2,2,2.1,3.9,4,6.9,6.7,15.6,12.7,4.9,1.4,12.9,7.3,0.4
01/21/2023,12.86,0.04,1.02,14.99,7.73,10.71,12.31,14.42,16.08,18.67,20.36,13.69,11.93,12.4,8.66,13.97,7.83,14.11,0,0,0,0,0,0,0.18,0.89,0.05,0.02,0,0,0.02,0.1,0,0.1,0.39,0.41,0.72,1.19,1.63,4.14,7.68,1.02,1.02,0.53,0.79,1.75,0.71,0.6,348,1,27.6,82.3,42.7,48.9,41.4,45.1,42.3,29,16.3,189.7,157.4,96.3,15.6,109.6,70.4,16.9,0,0,0,0,0,0,0.3,0.7,0.7,0.3,0,0,0.1,0.9,0,0.6,2.1,1.9,2.4,3.7,4.3,6.4,6.1,14.1,13.4,4.1,1.4,13.7,6.4,0.7
